pair,dataset,run,model,labels,n_total,count_positive,ratio_positive,count_negative,ratio_negative,count_neutral,ratio_neutral,accuracy_strict,precision_macro_strict,recall_macro_strict,f1_macro_strict,precision_weighted_strict,recall_weighted_strict,f1_weighted_strict,support_strict,accuracy_neutral,precision_macro_neutral,recall_macro_neutral,f1_macro_neutral,precision_weighted_neutral,recall_weighted_neutral,f1_weighted_neutral,support_neutral,count_normal,ratio_normal,count_depression,ratio_depression,count_bearish,ratio_bearish,count_bullish,ratio_bullish
decision,sst2,avg,BASE,positive|negative|neutral,10000.0,3178.0,0.3178,6813.0,0.6813,9.0,0.0009,0.7585,0.8207396421364147,0.7809212918088431,0.7547073485797242,0.8386400638951725,0.7585,0.7513143013377291,10000,0.7585,0.8207396421364147,0.7809212918088431,0.7547073485797242,0.8386400638951725,0.7585,0.7513143013377291,10000,,,,,,,,
decision,sst2,avg,F,positive|negative|neutral,10000.0,3747.0,0.3747,6251.0,0.6251,2.0,0.0002,0.8106,0.8456708522579809,0.8275229135864377,0.8096787734133709,0.8604176644531112,0.8106,0.8082122149861499,10000,0.8106,0.8456708522579809,0.8275229135864377,0.8096787734133709,0.8604176644531112,0.8106,0.8082122149861499,10000,,,,,,,,
decision,sst2,avg,T,positive|negative|neutral,10000.0,2642.0,0.2642,7339.0,0.7339,19.0,0.0019,0.7084,0.800934086546639,0.7359785185847713,0.6989326267045294,0.8214346243080969,0.7084,0.6930414598291742,10000,0.7084,0.800934086546639,0.7359785185847713,0.6989326267045294,0.8214346243080969,0.7084,0.6930414598291742,10000,,,,,,,,
decision,imdb,run-001,BASE,positive|negative|neutral,10000.0,4691.0,0.4691,5309.0,0.5309,0.0,0.0,0.9315,0.9331543203062866,0.9315,0.93143453300646,0.9331543203062865,0.9315,0.93143453300646,10000,0.9315,0.9331543203062866,0.9315,0.93143453300646,0.9331543203062865,0.9315,0.93143453300646,10000,,,,,,,,
decision,imdb,run-001,F,positive|negative|neutral,10000.0,4851.0,0.4851,5149.0,0.5149,0.0,0.0,0.9359,0.9362874406988382,0.9359,0.9358857659989095,0.9362874406988382,0.9359,0.9358857659989095,10000,0.9359,0.9362874406988382,0.9359,0.9358857659989095,0.9362874406988382,0.9359,0.9358857659989095,10000,,,,,,,,
decision,imdb,run-001,T,positive|negative|neutral,10000.0,4565.0,0.4565,5435.0,0.5435,0.0,0.0,0.9267,0.9299543242804789,0.9267,0.9265610351187034,0.929954324280479,0.9267,0.9265610351187034,10000,0.9267,0.9299543242804789,0.9267,0.9265610351187034,0.929954324280479,0.9267,0.9265610351187034,10000,,,,,,,,
decision,imdb,run-002,BASE,positive|negative|neutral,10000.0,4691.0,0.4691,5309.0,0.5309,0.0,0.0,0.9315,0.9331543203062866,0.9315,0.93143453300646,0.9331543203062865,0.9315,0.93143453300646,10000,0.9315,0.9331543203062866,0.9315,0.93143453300646,0.9331543203062865,0.9315,0.93143453300646,10000,,,,,,,,
decision,imdb,run-002,F,positive|negative|neutral,10000.0,4851.0,0.4851,5149.0,0.5149,0.0,0.0,0.9359,0.9362874406988382,0.9359,0.9358857659989095,0.9362874406988382,0.9359,0.9358857659989095,10000,0.9359,0.9362874406988382,0.9359,0.9358857659989095,0.9362874406988382,0.9359,0.9358857659989095,10000,,,,,,,,
decision,imdb,run-002,T,positive|negative|neutral,10000.0,4565.0,0.4565,5435.0,0.5435,0.0,0.0,0.9267,0.9299543242804789,0.9267,0.9265610351187034,0.929954324280479,0.9267,0.9265610351187034,10000,0.9267,0.9299543242804789,0.9267,0.9265610351187034,0.929954324280479,0.9267,0.9265610351187034,10000,,,,,,,,
decision,imdb,avg,BASE,positive|negative|neutral,10000.0,4691.0,0.4691,5309.0,0.5309,0.0,0.0,0.9315,0.9331543203062866,0.9315,0.93143453300646,0.9331543203062865,0.9315,0.93143453300646,10000,0.9315,0.9331543203062866,0.9315,0.93143453300646,0.9331543203062865,0.9315,0.93143453300646,10000,,,,,,,,
decision,imdb,avg,F,positive|negative|neutral,10000.0,4851.0,0.4851,5149.0,0.5149,0.0,0.0,0.9359,0.9362874406988382,0.9359,0.9358857659989095,0.9362874406988382,0.9359,0.9358857659989095,10000,0.9359,0.9362874406988382,0.9359,0.9358857659989095,0.9362874406988382,0.9359,0.9358857659989095,10000,,,,,,,,
decision,imdb,avg,T,positive|negative|neutral,10000.0,4565.0,0.4565,5435.0,0.5435,0.0,0.0,0.9267,0.9299543242804789,0.9267,0.9265610351187034,0.929954324280479,0.9267,0.9265610351187034,10000,0.9267,0.9299543242804789,0.9267,0.9265610351187034,0.929954324280479,0.9267,0.9265610351187034,10000,,,,,,,,
decision,mental,run-001,BASE,normal|depression|neutral,31747.0,,,,,0.0,0.0,0.899549563738306,0.8994153834151728,0.8996639578315377,0.899497582631908,0.8996648791051176,0.899549563738306,0.8995651868686222,31747,0.899549563738306,0.8994153834151728,0.8996639578315377,0.899497582631908,0.8996648791051176,0.899549563738306,0.8995651868686222,31747,16126.0,0.5079535074180237,15621.0,0.49204649258197625,,,,
decision,mental,run-001,F,normal|depression|neutral,31747.0,,,,,0.0,0.0,0.8709799351119791,0.8760345258068782,0.8727543080336044,0.8708290595454202,0.8775611455117706,0.8709799351119791,0.8706984861288316,31747,0.8709799351119791,0.8760345258068782,0.8727543080336044,0.8708290595454202,0.8775611455117706,0.8709799351119791,0.8706984861288316,31747,14319.0,0.45103474344032507,17428.0,0.5489652565596749,,,,
decision,mental,run-001,T,normal|depression|neutral,31747.0,,,,,0.0,0.0,0.9095032601505654,0.9114825016990973,0.908535366132548,0.909180696782071,0.9108292476343972,0.9095032601505654,0.9093407850500499,31747,0.9095032601505654,0.9114825016990973,0.908535366132548,0.909180696782071,0.9108292476343972,0.9095032601505654,0.9093407850500499,31747,17296.0,0.544807383374807,14451.0,0.45519261662519295,,,,
decision,mental,run-002,BASE,normal|depression|neutral,31747.0,,,,,0.0,0.0,0.899549563738306,0.8994153834151728,0.8996639578315377,0.899497582631908,0.8996648791051176,0.899549563738306,0.8995651868686222,31747,0.899549563738306,0.8994153834151728,0.8996639578315377,0.899497582631908,0.8996648791051176,0.899549563738306,0.8995651868686222,31747,16126.0,0.5079535074180237,15621.0,0.49204649258197625,,,,
decision,mental,run-002,F,normal|depression|neutral,31747.0,,,,,0.0,0.0,0.8709799351119791,0.8760345258068782,0.8727543080336044,0.8708290595454202,0.8775611455117706,0.8709799351119791,0.8706984861288316,31747,0.8709799351119791,0.8760345258068782,0.8727543080336044,0.8708290595454202,0.8775611455117706,0.8709799351119791,0.8706984861288316,31747,14319.0,0.45103474344032507,17428.0,0.5489652565596749,,,,
decision,mental,run-002,T,normal|depression|neutral,31747.0,,,,,0.0,0.0,0.9095032601505654,0.9114825016990973,0.908535366132548,0.909180696782071,0.9108292476343972,0.9095032601505654,0.9093407850500499,31747,0.9095032601505654,0.9114825016990973,0.908535366132548,0.909180696782071,0.9108292476343972,0.9095032601505654,0.9093407850500499,31747,17296.0,0.544807383374807,14451.0,0.45519261662519295,,,,
decision,mental,avg,BASE,normal|depression|neutral,31747.0,,,,,0.0,0.0,0.899549563738306,0.8994153834151728,0.8996639578315377,0.899497582631908,0.8996648791051176,0.899549563738306,0.8995651868686222,31747,0.899549563738306,0.8994153834151728,0.8996639578315377,0.899497582631908,0.8996648791051176,0.899549563738306,0.8995651868686222,31747,16126.0,0.5079535074180237,15621.0,0.49204649258197625,,,,
decision,mental,avg,F,normal|depression|neutral,31747.0,,,,,0.0,0.0,0.8709799351119791,0.8760345258068782,0.8727543080336044,0.8708290595454202,0.8775611455117706,0.8709799351119791,0.8706984861288316,31747,0.8709799351119791,0.8760345258068782,0.8727543080336044,0.8708290595454202,0.8775611455117706,0.8709799351119791,0.8706984861288316,31747,14319.0,0.45103474344032507,17428.0,0.5489652565596749,,,,
decision,mental,avg,T,normal|depression|neutral,31747.0,,,,,0.0,0.0,0.9095032601505654,0.9114825016990973,0.908535366132548,0.909180696782071,0.9108292476343972,0.9095032601505654,0.9093407850500499,31747,0.9095032601505654,0.9114825016990973,0.908535366132548,0.909180696782071,0.9108292476343972,0.9095032601505654,0.9093407850500499,31747,17296.0,0.544807383374807,14451.0,0.45519261662519295,,,,
decision,news,run-001,BASE,neutral|bearish|bullish,11931.0,,,,,6872.0,0.5759785432905875,0.7816612186740424,0.7299661393325079,0.7779996131580197,0.7485947871882003,0.8002818848483343,0.7816612186740424,0.7864570021924899,11931,0.7816612186740424,0.7299661393325079,0.7779996131580197,0.7485947871882003,0.8002818848483343,0.7816612186740424,0.7864570021924899,11931,,,,,1943.0,0.16285307182968736,3116.0,0.2611683848797251
decision,news,run-001,F,neutral|bearish|bullish,11931.0,,,,,6394.0,0.5359148436845194,0.7453692062693823,0.7151925318560691,0.74265201660582,0.7111373013888578,0.7934078584086562,0.7453692062693823,0.7555225005623422,11931,0.7453692062693823,0.7151925318560691,0.74265201660582,0.7111373013888578,0.7934078584086562,0.7453692062693823,0.7555225005623422,11931,,,,,1546.0,0.1295784091861537,3991.0,0.334506747129327
decision,news,run-001,T,neutral|bearish|bullish,11931.0,,,,,7329.0,0.6142821222026653,0.7950716620568268,0.7425020899464055,0.7725524160005367,0.7562167187262708,0.8015889794820577,0.7950716620568268,0.7973522968494288,11931,0.7950716620568268,0.7425020899464055,0.7725524160005367,0.7562167187262708,0.8015889794820577,0.7950716620568268,0.7973522968494288,11931,,,,,1985.0,0.16637331321766827,2617.0,0.21934456457966642
decision,news,run-002,BASE,neutral|bearish|bullish,11931.0,,,,,6872.0,0.5759785432905875,0.7816612186740424,0.7299661393325079,0.7779996131580197,0.7485947871882003,0.8002818848483343,0.7816612186740424,0.7864570021924899,11931,0.7816612186740424,0.7299661393325079,0.7779996131580197,0.7485947871882003,0.8002818848483343,0.7816612186740424,0.7864570021924899,11931,,,,,1943.0,0.16285307182968736,3116.0,0.2611683848797251
decision,news,run-002,F,neutral|bearish|bullish,11931.0,,,,,6394.0,0.5359148436845194,0.7453692062693823,0.7151925318560691,0.74265201660582,0.7111373013888578,0.7934078584086562,0.7453692062693823,0.7555225005623422,11931,0.7453692062693823,0.7151925318560691,0.74265201660582,0.7111373013888578,0.7934078584086562,0.7453692062693823,0.7555225005623422,11931,,,,,1546.0,0.1295784091861537,3991.0,0.334506747129327
decision,news,run-002,T,neutral|bearish|bullish,11931.0,,,,,7329.0,0.6142821222026653,0.7950716620568268,0.7425020899464055,0.7725524160005367,0.7562167187262708,0.8015889794820577,0.7950716620568268,0.7973522968494288,11931,0.7950716620568268,0.7425020899464055,0.7725524160005367,0.7562167187262708,0.8015889794820577,0.7950716620568268,0.7973522968494288,11931,,,,,1985.0,0.16637331321766827,2617.0,0.21934456457966642
